,ID,Enseignes,Latitude,Longitude,CP,Adresse,Ville,Type
1061,13110003,Carrefour,4341300.0,500100.0,13110,RN Fos/ Martigues,PORT-DE-BOUC,R
1063,13110005,TotalEnergies,4342041.82453,497896.705576,13110,RN 568,Port-de-Bouc,R
1064,13112002,Casino,4339000.0,559800.0,13112,Lieu dit Souque Nègre RN 96,LA DESTROUSSE,R
1065,13112003,Intermarché,4339000.0,559600.0,13112,Chemin des Matelots,LA DESTROUSSE,R
1066,13112005,Avia,4338400.0,560200.0,13112,672 Route des vignerons,LA DESTROUSSE,R
1067,13115001,TotalEnergies,4368600.0,571300.0,13115,D952 LIEU DIT LE CARROUQUIER,Saint-Paul-lez-Durance,R
1069,13120001,Carrefour,4346500.0,546400.0,13120,Petit Chemin d'Aix,Gardanne,R
1070,13120003,Intermarché,4345200.0,545400.0,13120,Chemin de la Plaine,Gardanne,R
1072,13120008,TotalEnergies,4346746.8601217,546691.47714111,13120,CD 6,Gardanne,R
1074,13122001,TotalEnergies,4354117.0,527115.0,13122,RES.VAL LOURDES ,Ventabren,R
1075,13122002,Intermarché,4354400.0,529600.0,13122,Avenue Charles de Gaulle,VENTABREN,R
1076,13124003,E.Leclerc,4340000.0,557600.0,13124,A52 aire de Manon des sources,PEYPIN,A
1077,13124004,E.Leclerc,4340100.0,557600.0,13124,Autoroute A52 - Aire de Marcel Pagnol,Peypin,A
1078,13127005,ENI,4344646.0806624,524316.98394589,13127,AIRE DE VITROLLES EST AUTOROUTE 7,VITROLLES,A
1079,13127006,E.Leclerc,4342600.0,527000.0,13127,Rue Bel Air,VITROLLES,R
1081,13127010,TotalEnergies,4342063.0,526826.0,13127,1 ZAC ANJOLY AV. D'ITALIE,VITROLLES,R
1082,13127012,Esso,4344600.0,524700.0,13127,BD VICTOR GELU,VITROLLES,R
1083,13127013,Intermarché,4347300.0,522900.0,13127,LE RELAIS DE L'ETANG RN 113 - QUARTIER DES CADESTAUX,VITROLLES,R
1084,13130002,Carrefour,4348942.0,517369.0,13130,Boulevard Henri Wallon,Berre-l'Étang,R
1086,13130006,TotalEnergies Access,4351900.0,520000.0,13130,les grapoux route nationale 113,BERRE L'éTANG,R
1087,13140001,Carrefour,4357594.0,499821.0,13140,Boulevard Jacques Minet,MIRAMAS,R
1088,13140002,Avia,4359300.0,500400.0,13140,RN 569 route de salon,Miramas,R
1089,13140005,Intermarché,4360000.0,500300.0,13140,Avenue du 8 Mai 1945,MIRAMAS,R
1090,13140010,TotalEnergies Access,4359400.0,499700.0,13140,2 AVENUE DU SUD,MIRAMAS,R
1091,13150001,Auchan,4381100.0,466600.0,13150,route d'avignon,TARASCON,R
1092,13150003,Intermarché,4379500.0,469300.0,13150,Route de Saint-Rémy,Tarascon,R
1093,13150006,TotalEnergies Access,4380743.0,466179.0,13150,BD JULES FERRY RD 99,TARASCON,R
1095,13160002,Intermarché,4388800.0,484900.0,13160,321 Boulevard Ernest Genevet,CHâTEAURENARD,R
1096,13160004,Carrefour,4387900.0,485000.0,13160,AVENUE DELATTRE DE TASSIGNY,Châteaurenard,R
1097,13160005,Système U,4388745.0323972,485111.37702083,13160,Chemin de l'Oratoire,Châteaurenard,R
1098,13170007,Avia,4341200.0,531300.0,13170,970 D113 N,Les Pennes-Mirabeau,R
1101,13170011,TotalEnergies Access,4340900.0,532100.0,13170,ROUTE DE MARTIGUES,Les Pennes-Mirabeau,R
1102,13170013,ENI,4341113.9115325,530965.98881207,13170,RN 113,LES PENNES MIRABEAU,R
1103,13180001,ENI,4339229.5526141,525694.21627957,13180,AIRE DE REBUTY A55,GIGNAC-LA-NERTHE,A
1104,13180002,Carrefour,4338753.608,523277.519,13180,rue du 19 mars 1962,Gignac-la-Nerthe,R
1105,13190001,TotalEnergies,4333134.07651,548618.920788,13190,AVENUE DE PROVENCE,ALLAUCH,R
1106,13200006,E.Leclerc,4370600.0,464100.0,13200,Avenue de la libération,Arles,R
1107,13200009,Intermarché,4366751.19789,463468.013303,13200,ZAC de la Fourchon,ARLES,R
1109,13200014,TotalEnergies,4365159.0,467002.0,13200,RN 113 - DÉVIATION - AIRE DES CANTARELLES,ARLES,R
1110,13200015,TotalEnergies,4367100.0,462200.0,13200,N°1 AV BACHAGA SAID BOUALEM,ARLES,R
1111,13200016,TotalEnergies Access,4369100.0,463800.0,13200,99 AVENUE DE STALINGRAD,ARLES,R
1112,13200019,Esso,4366200.0,463300.0,13200,QUARTIER SUD FOURCHON,ARLES,R
1113,13200020,TotalEnergies Access,4370000.0,464200.0,13200,12 AVENUE DE LA LIBERATION,ARLES,R
1114,13210001,TotalEnergies,4378873.0,483540.0,13210,41 AV DE LA LIBERATION,Saint-Rémy-de-Provence,R
1115,13210002,Intermarché,4379300.0,482700.0,13210,N°11 Impasse de la 1er DFL ZAC de la Gare,Saint-Rémy-de-Provence,R
1116,13210003,TotalEnergies,4378936.0,483339.0,13210,35 BD MIRABEAU,Saint-Rémy-de-Provence,R
1118,13220003,Carrefour,4339400.0,513500.0,13220,RN 568,CHATEAUNEUF-LES-MARTIGUES,R
1119,13220004,Carrefour,4339047.7933905,516346.39372955,13220,"CHEMIN DE PATAFLOUX, ZONE DU FOURNEILLER, CCIAL LES OLIVIERS",Châteauneuf-les-Martigues,R
1120,13230001,Intermarché,4338772.0,480516.0,13230,2 avenue de la République,Port-Saint-Louis-du-Rhône,R
1124,13260002,TotalEnergies,4321700.0,554600.0,13260,QUARTIER STE CROIX,CASSIS,R
1126,13270004,Esso,4344100.0,494000.0,13270,DEVIATION RN 568 OUEST,Fos-sur-Mer,R
1127,13270005,Intermarché,4346495.2910717,494067.07421088,13270,Avenue Georges Pompidou,Fos-sur-Mer,R
1128,13270011,TotalEnergies Access,4347100.0,490900.0,13270,ZONE INDUST. SECT. 83 RN 568,FOS SUR MER,R
1129,13270012,TotalEnergies Access,4347128.9006001,490699.1525412,13270,ZI - SECTEUR 83 - RN 568,Fos-sur-Mer,R
1130,13270013,TotalEnergies Access,4342000.0,497900.0,13270,ROUTE DE PORT DE BOUC RN 568,Fos-sur-Mer,R
1132,13300001,TotalEnergies,4363100.0,510100.0,13300,666 Boulevard Roy René,Salon-de-Provence,R
1133,13300002,TotalEnergies,4361931.22131,509629.800677,13300,LES BROQUETIERS,SALON-DE-PROVENCE,R
1134,13300005,E.Leclerc,4362800.0,511600.0,13300,Vieille Route Pélissanne,Salon-de-Provence,R
1135,13300008,Intermarché,4363400.0,509100.0,13300,Boulevard Reine Jeanne,Salon-de-Provence,R
1137,13300010,TotalEnergies Access,4364000.0,504800.0,13300,RN 113 - ZAC DE LA CRAU,Salon-de-Provence,R
1138,13300011,Carrefour,4365300.0,510000.0,13300,"Avenue de Bretagne, les Canourgues",Salon-de-Provence,R
1139,13310001,Système U,4364100.0,479700.0,13310,ZA du SALAT,Saint-Martin-de-Crau,R
1140,13310002,Intermarché,4363400.0,480000.0,13310,ZA DU CABRAU,Saint-Martin-de-Crau,R
1141,13320004,Esso,4343500.0,539700.0,13320,LE COLLET ROUGE R.N.8,Bouc-Bel-Air,R
1142,13320005,Esso,4343400.0,539600.0,13320,456 Avenue des Chabauds,Bouc-Bel-Air,A
1143,13320009,Avia,4344400.0,543700.0,13320,CD6,Bouc-Bel-Air,R
1144,13320010,Système U,4344100.0,539800.0,13320,687Avenue de Violèsi,Bouc Bel Air,R
1145,13320012,TotalEnergies,4346300.0,540700.0,13320,341 AV DE LA CROIX D OR,Bouc-Bel-Air,R
1146,13320013,Esso,4344145.5,543409.9,13320,CD6,Bouc-Bel-Air,R
1147,13320014,ENI,4344163.3614238,539541.3490732,13320,AIRE DE LA CHAMPOUSE AUTOROUTE A51,BOUC-BEL-AIR,A
1148,13330001,Intermarché,4362943.3478098,513449.06934422,13330,34 route de salon de provence,Pélissanne,R
1149,13340001,Carrefour,4349200.0,522900.0,13340,LE PLAN,ROGNAC,R
1152,13360001,Intermarché,4335100.0,560300.0,13360,ZAC de St Estève,ROQUEVAIRE,R
1154,13370003,Intermarché,4373069.0,516906.0,13370,Avenue de Craponne,Mallemort,R
1156,13370006,Intermarché,4370800.0,520000.0,13370,Avenue du Pont Royal,Mallemort,R
1157,13380002,Esso,4334100.0,545700.0,13380,89 AVENUE DE LA LIBERATION,Plan-de-Cuques,R
1158,13390001,Casino,4336800.0,564300.0,13390,Quartier de la Glacière,AURIOL,R
1160,13400001,Auchan,4329300.0,559300.0,13783,Route de gemenos,AUBAGNE,R
1161,13400002,TotalEnergies,4328900.0,554100.0,13400,CAMP MAJOR,AUBAGNE,R
1162,13400003,TotalEnergies,4329700.0,558600.0,13400,1000 Route de Gemenos,AUBAGNE,R
1163,13400007,Esso,4329500.0,556000.0,13400,550 Avenue Antide Boyer,Aubagne,R
1164,13400009,Casino,4328409.39903,554404.392489,13400,RN 8 Quartier le Charrel,AUBAGNE,R
1165,13400014,TotalEnergies,4330053.0,556976.0,13400,AV. ROGER SALENGRO,AUBAGNE,R
1166,13400015,TotalEnergies,4328400.0,560200.0,13400,298 Avenue des Paluds,AUBAGNE,R
1168,13410002,Casino,4364862.0,525565.0,13410,Avenue Jean Monnet,LAMBESC,R
1169,13410003,Carrefour,4364865.9756223,526506.92344712,13410,2 avenue leo lagrange,LAMBESC,R
1172,13420001,Avia,4327900.0,561500.0,13420,RN 8 plainne de jouques,GEMENOS,R
1173,13430001,Intermarché,4368780.0,503819.0,13430,Chemin Roudiers,Eyguières,R
1175,13440002,Intermarché,4386000.0,495100.0,13440,QUARTIER SAINT MICHEL,CABANNES,R
1177,13450001,Système U,4360165.0511466,507467.54516205,13450,50 IMPASSE DES CHENES VERTS,Grans,R
1180,13463001,Carrefour,4336200.0,534900.0,13015,Centre Commercial Grand Littoral - ZAC Saint-André,MARSEILLE,R
1181,13470001,Intermarché,4325094.0,554822.0,13470,20 Avenue Antoine Lavoisier,Carnoux-en-Provence,R
1182,13480001,TotalEnergies,4346500.0,535300.0,13480,CENTRE COMMERCIAL CALAS,Cabriès,R
1183,13480002,E.Leclerc,4341711.0,535583.0,13480,PLAN DE CAMPAGNE,CABRIES,R
1184,13500001,Auchan,4341800.0,505300.0,13500,Avenue Julien Olive Canto-Perdrix,MARTIGUES,R
1185,13500005,Esso,4341300.0,501700.0,13500,RN 568,Martigues,R
1186,13500006,Intermarché,4341100.0,502600.0,13500,4 Avenue des Ormeaux,Martigues,R
1187,13500011,TotalEnergies,4339900.0,504100.0,13500,ROUTE DE LAVERA,MARTIGUES,R
1188,13500012,TotalEnergies Access,4341979.8005996,505560.4197409,13500,AV. FRANCIS TURCAN,MARTIGUES,R
1189,13500014,BP,4340000.0,506200.0,13500,ROND POINT SAINTE ANNE,MARTIGUES,R
1190,13510001,TotalEnergies,4354300.0,536700.0,13510,Route de Berre,ÉGUILLES,R
1191,13520001,TotalEnergies,4372300.0,479600.0,13520,QUARTIER BOURGEAC,PARADOU,R
1192,13530001,Carrefour,4345200.0,568100.0,13530,Z.a.c. de la Burlière,TRETS,R
1193,13530002,Casino,4344900.0,568600.0,13530,Chemin du Loup,TRETS,R
1195,13545001,Carrefour,4350600.0,539900.0,13546,1175 Rue Guillaume du Vair,AIX-EN-PROVENCE,R
1196,13550001,TotalEnergies,4387688.0,490072.0,13550,RN 7 QUARTIER DU RABET,NOVES,R
1197,13560002,Elan,4374032.0,509750.0,13560,17 route nationale 7,Sénas,R
1199,13560004,Auchan,4374200.0,508600.0,13560,ZAC DE LA CAPELETTE,Sénas,R
1200,13560005,TotalEnergies,4374411.12,507578.23,13560,10 Avenue Gabriel PERI,SENAS,R
1201,13570001,Intermarché,4390800.0,477300.0,13570,Lieu-dit Le Grand Roumette,Barbentane,R
1202,13580002,Système U,4354900.0,518400.0,13580,Avenue des Puisatiers,LA FARE-LES-OLIVIERS,R
1205,13590003,TotalEnergies,4350387.197386,551020.42613992,13590,RN7,MEYREUIL,R
1208,13600005,Carrefour,4318800.0,560200.0,13600,chemin du puits de brunet,LA CIOTAT,R
1209,13600006,Avia,4318400.0,561000.0,13600,Avenue Ernest Subilia,LA CIOTAT,R
1210,13600013,BP,4319400.0,567100.0,13600,A50 - AIRE DE LA BAIE DE LA CIOTAT (ex plaines baronnes) sens toulon -marseille,La Ciotat,A
1211,13600014,Casino,4319048.6495313,560222.89543933,13600,Lieu-dit Pignet de Rohan,La Ciotat,R
1212,13600015,TotalEnergies Access,4318899.0,563252.0,13600,RD 559 AVENUE PAUL ROVARCH,LA CIOTAT,R
1213,13600022,BP,4319200.0,566600.0,13600,A50 - Aire des freres lumieres (ex liouquet) - Sens Marseilles Toulon,La Ciotat,A
1215,13610001,Esso,4366200.0,544800.0,13610,LES GOIRANDS,LE PUY-SAINTE-RéPARADE,R
1217,13620004,TotalEnergies,4333000.0,513900.0,13620,55 AVENUE DRAIO DE LA MAR,Carry-le-Rouet,R
1221,13630004,Système U,4384300.0,484000.0,13630,149 LES ALLEES,Eyragues,R
1222,13640001,TotalEnergies,4372100.0,528800.0,13640,ZI du grand pont RD 561,La Roque-d'Anthéron,R
1223,13650002,Esso,4364000.0,552300.0,13650,RD96 - 1717,MEYRARGUES,R
1224,13650003,Avia,4363200.0,549400.0,13650,aire de meyrargues,Meyrargues,A
1226,13660005,Intermarché,4379100.0,502800.0,13660,AVENUE DE LA VICTOIRE,ORGON,R
1228,13680004,Intermarché,4359400.0,512800.0,13680,Rue de l'Abbé Dureau,LANçON-PROVENCE,R
1229,13680007,TotalEnergies,4359890.35599,515904.855677,13680,AUTOROUTE A7 - AIRE DE LANÇON EST,Lançon-Provence,A
1230,13680008,TotalEnergies,4358562.9439,520193.42191,13680,AUTOROUTE A7 - AIRE DE LANÇON OUEST,Lançon-Provence,A
1231,13680010,Carrefour,4358718.349829,513929.47716414,13680,"1 AV DE LA 1ERE ARMEE FRANCAISE, CARREFOUR CONTACT",LANCON-PROVENCE,R
1232,13700005,E.Leclerc,4341200.0,520700.0,13700,Chemin Saint Pierre,Marignane,R
1233,13700007,Intermarché,4341800.0,522800.0,13700,Avenue du 8 Mai 1945,MARIGNANE,R
1234,13700009,TotalEnergies,4338800.0,524500.0,13180,AUTOROUTE A55 - AIRE GIGNAC SUD LA NERTHE,Gignac-la-Nerthe,A
1235,13700010,TotalEnergies,4344400.0,522500.0,13700,92 AEROPORT BP 36,MARIGNANE,R
1236,13700011,TotalEnergies Access,4341459.0,522304.0,13700,17 AVENUE DU 8 MAI 1945,MARIGNANE,R
1238,13710001,TotalEnergies,4346600.0,560600.0,13710,CD6 ZAC SAINT CHARLES,FUVEAU,R
1239,13710002,Esso,4347800.0,553800.0,13710,RN 96 LES 4 CHEMINS LA BARQUE,Fuveau,R
1240,13710003,Casino,4345166.8013708,555591.372243,13710,Lotissement Grand Vallat,FUVEAU,R
1241,13710004,Intermarché,4344500.0,555300.0,13710,Chemin du Jas de Bassas,Fuveau,R
1243,13730001,Casino,4341800.0,523400.0,13730,ZAC DE LA LAUVE,SAINT-VICTORET,R
1244,13740001,TotalEnergies,4336700.0,524400.0,13740,94 RD 568,LE ROVE,R
1245,13740002,Casino,4336700.0,524600.0,13740,RN 598 La Carrairade,LE ROVE,R
1247,13741001,Carrefour,4343300.0,525900.0,13127,R.N. 113,VITROLLES,R
1248,13750003,Esso,4380100.0,500500.0,13750,1054 Route de Marseille,PLAN-D'ORGON,R
1249,13750004,TotalEnergies,4382000.0,501600.0,13750,114 Avenue de la Pomme,Plan-d'Orgon,R
1250,13750005,TotalEnergies,4381100.0,500100.0,13750,535 route de cavaillon,Plan-d'Orgon,R
1251,13750006,Système U,4361756.0128422,530776.15094695,13760,Espace Daumas,Saint-Cannat,R
1254,13770002,Intermarché,4358234.5003066,547268.36758479,13770,32 avenue des Logissons,VENELLES,R
1255,13770003,BP,4359500.0,548300.0,13770,96 ROUTE NATIONALE 96,VENELLES,R
1257,13780007,Carrefour,4327563.8736125,571606.52979117,13780,27 CHEMIN DE LA CURASSE,Cuges-les-Pins,R
1258,13790003,Avia,4346300.0,557400.0,13790,Chemin de Rousset,Rousset,A
1261,13800004,E.Leclerc,4352300.0,496400.0,13800,Quartier les Craux,Istres,R
1262,13800009,Avia,4349500.0,498600.0,13800,Avenue Félix Gouin,ISTRES,R
1263,13800010,TotalEnergies,4350100.0,498700.0,13800,22 Avenue Félix GOUIN,ISTRES,R
1265,13850001,Intermarché,4343600.0,554000.0,13850,ZAC des Pradeaux,Gréasque,R
1267,13870001,Système U,4390177.0,480340.0,13870,23 Avenue du Général de Gaulle,Rognonas,R
1270,13880002,Intermarché,4352850.0,525782.0,13880,Quartier Les Restoufles,VELAUX,R
1272,13910001,Système U,4383200.0,478700.0,13910,LIEU-DIT MARTINET,Maillane,R
1273,13920004,Carrefour,4343947.25,503538.07,13920,RUE DES ROSEAUX,Saint-Mitre-les-Remparts,R
1274,13920005,Esso,4346200.0,500600.0,13920,CD5 Le Crépon Ouest,Saint-Mitre-les-Remparts,R
1277,13990002,Avia,4372700.0,471200.0,13990,70 cours Hyacinthe Bellon,Fontvieille,R
1278,14000003,TotalEnergies,4920900.0,-37400.0,14000,26 BOULEVARD DU MARECHAL JUIN,Caen,R
1279,14000009,Système U,4918300.0,-40300.0,14000,7 RUE ROBERT KASKOREFF,Caen,R
1280,14000010,Intermarché,4916905.0,-34422.0,14000,69 Avenue du Capitaine Georges Guynemer,Caen,R
1281,14000014,E.Leclerc,4918600.0,-38100.0,14000,24 Rue Lanfranc,CAEN,R
1282,14000019,TotalEnergies,4918856.0,-35025.0,14000,"73-75, AVENUE G. CLEMENCEAU",CAEN,R
1283,14000020,TotalEnergies Access,4917300.0,-39000.0,14000,83 BOULEVARD YVES GUILLOU,CAEN,R
1284,14000021,TotalEnergies Access,4919979.0,-36004.0,14000,AVENUE COTE DE NACRE,CAEN,R
1285,14053001,Carrefour,4921000.0,-36600.0,14000,1 Boulevard Maréchal Juin,CAEN,R
1286,14100003,E.Leclerc,4914300.0,26600.0,14100,ROUTE DE PARIS,LISIEUX,R
1287,14100004,Esso,4914400.0,22200.0,14100,61 Boulevard Sainte-Anne,Lisieux,R
1288,14100006,Système U,4917100.0,21700.0,14100,LA VALLEE,Ouilly-le-Vicomte,R
1289,14100007,Intermarché,4913347.0,22452.0,14100,Avenue Georges Pompidou,LISIEUX,R
1290,14100009,TotalEnergies,4913800.0,17200.0,14100,ROUTE DE CAEN,Saint-Désir,R
1291,14110002,Système U,4885624.0,-53892.0,14110,Parc Commercial St JACQUES,CONDE-SUR-NOIREAU,R
1292,14110003,TotalEnergies,4885503.4234699,-54190.441915746,14110,RUE ST JACQUES,condé en normandie,R
1293,14111001,Intermarché,4916100.0,-40000.0,14111,Longue Vue des Photographes,Louvigny,R
1294,14112001,Carrefour,4924100.0,-32700.0,14112,2 RUE DES ECOLES,BIEVILLE-BEUVILLE,R
1295,14120001,Système U,4917356.0,-32807.0,14120,22 Rue Émile Zola,Mondeville,R
1296,14120002,TotalEnergies,4917200.0,-33000.0,14120,8 Avenue Pierre Mendès France,Mondeville,R
1298,14123004,E.Leclerc,4914200.0,-33800.0,14123,190 Rue de Rocquancourt,IFS,R
1299,14123005,Système U,4915000.0,-35200.0,14123,Avenue Jean Vilar - Boulevard Yitzhak Rabin ZAC du Hoguet,IFS,R
1300,14123007,TotalEnergies Access,4914210.0,-33738.5,14123,RN 158 RTE DE FALAISE,IFS,R
1301,14123008,TotalEnergies,4915400.414,-34387.914,14123,"389, ROUTE DE CAEN - RN 158",IFS,R
1302,14123009,E.Leclerc,4915400.0,-31400.0,14123,Rue des Frères Lumière,Cormelles-le-Royal,R
1303,14123010,Carrefour,4915769.717388,-32601.015714723,14123,2 RUE DE L'INDUSTRIE,Cormelles-le-Royal,R
1304,14125001,Carrefour,4916300.0,-29800.0,14120,3 Rue Ambroise Croizat,Mondeville,R
1305,14130001,TotalEnergies,4928865.0,19554.0,14130,Rue G CLEMENCEAU  zone industrielle,PONT L EVEQUE,R
1306,14130003,Intermarché,4929235.0,19338.0,14130,Route de Rouen,Pont-l'Évêque,R
1307,14130004,Intermarché,4928540.59,20427.899,14130,PARC DU GRIEU - ROUTE DE LISIEUX,Pont-l'Évêque,R
1308,14130007,TotalEnergies Access,4928800.0,18900.0,14130,33 RUE AMIRAL HAMELIN,Pont-l'Évêque,R
1309,14130008,TotalEnergies,4936978.8938573,20111.980321583,14130,Lieu dit le plain chêne,Saint-Gatien-des-Bois,R
1310,14140001,Intermarché,4900800.0,15100.0,14140,Route de Lisieux,Livarot,R
1311,14150001,Esso,4926900.0,-25800.0,14150,84 Route de Caen,Ouistreham,R
1313,14160003,Intermarché,4928100.0,-10000.0,14160,Avenue des Résistants,DIVES-SUR-MER,R
1314,14160004,TotalEnergies,4928517.0,-10960.0,14160,"106, RUE DU GENERAL DE GAULLE",Dives-sur-Mer,R
1315,14170001,TotalEnergies,4902470.0,-2358.0,14170,Route de Livarot,SAINT-PIERRE-SUR-DIVES,R
1316,14170003,Casino,4902218.0,-2946.0,14170,RUE DE LISIEUX,Saint-Pierre-sur-Dives,R
1318,14200002,Esso,4921100.0,-35400.0,14200,Boulevard Henri Becquerel,Hérouville-Saint-Clair,R
1319,14200006,Système U,4918900.0,-33300.0,14200,31 Boulevard de la Paix,Hérouville-Saint-Clair,R
1320,14200008,Auchan,4921338.6733024,-34206.617988224,14200,Avenue de Garbsen,Hérouville-Saint-Clair,R
1321,14200009,TotalEnergies Access,4920025.30377,-34489.7117336,14200,"1, RUE GUYON DE GUERCHEVILLE",Hérouville-Saint-Clair,R
1322,14204001,Carrefour,4920500.0,-32800.0,14200,CC Hérouville Saint Clair BP 135,HéROUVILLE-SAINT-CLAIR,R
1323,14210001,Intermarché,4910372.0,-50006.0,14210,ZA LA CROIX BOUCHER,Évrecy,R
1325,14230002,Intermarché,4931300.0,-109900.0,14230,RUE DE LITTRY,ISIGNY-SUR-MER,R
1326,14230003,Carrefour,4931862.92,-110089.57,14230,Place de l'hôtel de ville,Isigny-sur-Mer,R
1327,14240001,Intermarché,4908893.0,-81360.0,14240,Route de Torigni,CAUMONT-L'ÉVENTé,R
1328,14250002,Carrefour,4917918.0,-62255.0,14250,1 COUR PERON,Tilly-sur-Seulles,R
1329,14260002,Intermarché,4902600.0,-63200.0,14260,ROUTE DE VILLERS BOCAGE,Aunay-sur-Odon,R
1330,14270001,Carrefour,4907300.0,-7400.0,14270,AV JEAN JAURES,Mézidon-Canon,R
1333,14290001,Carrefour,4902400.0,41300.0,14290,RTE DE BERNAY,ORBEC,R
1334,14290002,Intermarché,4902401.7,40408.2,14290,RUE DE LISIEUX,Orbec,R
1335,14310002,TotalEnergies,4908100.0,-65000.0,14310,59 Rue Georges Clemenceau,Villers-Bocage,R
1336,14310003,Carrefour,4908000.0,-64800.0,14310,RUE GEORGES CLEMENCEAU,VILLERS-BOCAGE,R
1337,14310004,E.Leclerc,4907800.0,-64500.0,14310,1 Boulevard du 21e siecle les Sauts casris,Villers-Bocage,R
1338,14320001,TotalEnergies,4911493.0,-37436.0,14320,35 Route de Harcourt,SAINT-MARTIN-DE-FONTENAY,R
1339,14320003,Carrefour,4911400.0,-37400.0,14320,RN 162,SAINT-MARTIN-DE-FONTENAY,R
1340,14330001,Système U,4924800.0,-87800.0,14330,rue de la gare,LE MOLAY-LITTRY,R
1341,14350002,TotalEnergies,4901100.0,-85200.0,14350,9 RUE DU 19 MARS 1962,Souleuvre en Bocage,R
1342,14370003,E.Leclerc,4911920.0,-17523.0,14370,Rue de la Gare,Argences,R
1343,14380001,Carrefour,4884000.0,-105200.0,14380,40 Rue du Docteur Fontaine,SAINT-SEVER-CALVADOS,R
1344,14380002,TotalEnergies,4893800.0,-103300.0,14380,3 route de caen,PONT-FARCY,R
1345,14380003,Avia,4884000.0,-104300.0,14380,Rue de Vire,SAINT-SEVER-CALVADOS,R
1346,14390001,Carrefour,4928814.0,-12678.0,14390,RD 400,CABOURG,R
1347,14400003,TotalEnergies Access,4927100.0,-69900.0,14400,16 Boulevard Sadi-Carnot,BAYEUX,R
1348,14400004,Esso,4927100.0,-69400.0,14400,BOULEVARD MONTGOMERY,Bayeux,R
1349,14400009,Carrefour,4928800.0,-70400.0,14400,CTRE CIAL EINDHOVEN RTE DE VAUX/AURE,Bayeux,R
1350,14400010,TotalEnergies Access,4928500.0,-73600.0,14400,ROUTE NATIONALE 13,VAUCELLES,R
1351,14400011,Intermarché,4927400.0,-68500.0,14400,ROUTE D'ESQUAY-SUR-SEULLES,SAINT-VIGOR-LE-GRAND,R
1352,14404001,E.Leclerc,4927700.0,-71900.0,14400,Boulevard du 6 Juin,BAYEUX,R
1353,14410002,Carrefour,4884251.0,-71187.0,14410,Lieu-dit La Barbairie,Vassy,R
1354,14420001,Carrefour,4896993.0,-24188.024,14420,Lieu-dit La Glacière,POTIGNY,R
1355,14420002,Carrefour,4897196.87,-24749.46,14420,lieux dit la glacière,Potigny,R
1356,14430001,Système U,4923100.0,-4400.0,14430,18 Grande Rue,DOZULé,R
1357,14440001,TotalEnergies,4928881.0,-37839.0,14440,ROUTE DE CAEN,Douvres-la-Délivrande,R
1358,14440002,Système U,4930000.0,-38200.0,14440,Voie des Alliés,DOUVRES-LA-DéLIVRANDE,R
1359,14450001,Carrefour,4938500.0,-105000.0,14450,Avenue Emile DAMECOUR,GRANDCAMP-MAISY,R
1360,14460002,Système U,4919000.0,-29900.0,14460,C.cial Super U Le Libera rd 403,COLOMBELLES,R
1361,14470001,TotalEnergies,4932371.0,-45698.0,14470,ROUTE DE CAEN,COURSEULLES-SUR-MER,R
1362,14470002,Carrefour,4932300.0,-45200.0,14470,Route Anglaise,COURSEULLES-SUR-MER,R
1363,14480001,Carrefour,4928000.0,-53500.0,14480,1 rue du grand clos,Creully sur seulles,R
1364,14500001,TotalEnergies,4885800.0,-89300.0,14500,RTE DE CAEN,VIRE,R
1365,14500003,Carrefour,4884700.0,-88700.0,14500,PARC COMMERCIAL DE LA DOUITEE,VIRE,R
1366,14500005,E.Leclerc,4884200.0,-88600.0,14500,Route de conde sur Noireau,VIRE,R
1367,14500008,Carrefour,4884670.0,-88722.0,14500, Rue Colbert,VIRE,R
1370,14520002,Elan,4934761.0,-80672.0,14520,45 ROUTE D'OMAHA,Sainte-Honorine-des-Pertes,R
1371,14520003,Système U,4898100.0,-47700.0,14220,BOULEVARD DE LA FLECHE,Thury-Harcourt,R
1372,14520004,Système U,4934231.0,-75209.000000004,14520,Impasse des Goélands,Port-en-Bessin-Huppain,R
1373,14540001,Carrefour,4914011.63603,-30050.8505075,14540,route de Caen,SOLIERS,R
1374,14550001,Système U,4923200.0,-29300.0,14550,1 ROND POINT ROYAL NORFOLK,Blainville-sur-Orne,R
1375,14600003,E.Leclerc,4941657.0,25936.0,14600,Zone Industrielle Portuaire,Honfleur,R
1376,14600004,Intermarché,4939700.0,21100.0,14600,Route de Trouville,Équemauville,R
1377,14600007,TotalEnergies Access,4941300.0,25000.0,14600,COURS JEAN DE VIENNE,HONFLEUR,R
