,ID,Enseignes,Latitude,Longitude,CP,Adresse,Ville,Type
4310,40260009,TotalEnergies Access,4386994.1219434,-113382.28489868,40260,1270 ROUTE DE DAX,CASTETS,R
4311,40270004,Carrefour,4377400.0,-43200.0,40270,2 Avenue de Mont de Marsan,Grenade-sur-l'Adour,R
4312,40270005,TotalEnergies,4378000.0,-43700.0,40270,42 AVENUE DE MONT DE MARSAN,GRENADE SUR L'ADOUR,R
4313,40280001,TotalEnergies,4387000.0,-51000.0,40280,745 Avenue de Saint-Sever,SAINT-PIERRE-DU-MONT,R
4314,40280005,Casino,4387600.0,-50700.0,40280,600 AVENUE DE SAINT SEVER,Saint-Pierre-du-Mont,R
4315,40280006,E.Leclerc,4386710.0493739,-48495.981894865,40280,200 boulevard oscar niemeyer,Saint-Pierre-du-Mont,R
4318,40300003,Carrefour,4355000.0,-112300.0,40300,Route de Bayonne,PEYREHORADE,R
4319,40300005,Intermarché,4354451.0,-107601.0,40300,Plaine de la Règle RN 117,Cauneille,R
4320,40300008,TotalEnergies,4354700.0,-111300.0,40300,77 route de Bayonne,Peyrehorade,R
4321,40300009,Avia,4352900.0,-115200.0,40300,A64 - Aire d'Hastingues,HASTINGUES,A
4322,40310001,Système U,4398646.0,999.000000001,40310,za LAMARRAQUE,Gabarret,R
4325,40330001,Intermarché,4359311.0,-75456.0,40330,"355, avenue de l'Océan",AMOU,R
4326,40350001,Intermarché,4360651.0,-99139.0,40350,"160, route d'Estibeaux",Pouillon,R
4327,40360003,Carrefour,4362618.92,-82525.05,40360,362 AVENUE DE LA COURSE LANDAISE,Pomarez,R
4328,40370001,Carrefour,4392756.0,-92096.0,40370,73 rue Frédéric Bastiat,Rion-des-Landes,R
4329,40370003,E.Leclerc,4391800.0,-91600.0,40370,241 Avenue d'Albret,Rion-des-Landes,R
4330,40380003,Carrefour,4371040.0,-83440.0,40380,520 avenue Jean Jaurès,Montfort-en-Chalosse,R
4331,40390001,Système U,4354300.0,-138700.0,40390,C/C CD 54,SAINT-MARTIN-DE-SEIGNANX,R
4332,40400001,TotalEnergies,4382900.0,-80400.0,40400,RUE CHANZY,TARTAS,R
4333,40400002,TotalEnergies,4383300.0,-80800.0,40400,1850 ROUTE DE LALANDE,Carcarès-Sainte-Croix,R
4334,40400003,Intermarché,4386062.2025,-88263.8340499,40400,129 Rue Victor Hugo,TARTAS,R
4335,40400004,Carrefour,4382800.0,-80500.0,40400,le claous,TARTAS,R
4337,40410002,Carrefour,4430400.0,-77700.0,40410,Route de Mont-de-Marsan,PISSOS,R
4338,40410004,Avia,4436286.0807475,-85169.803376746,40410,Aire Portes Landes Ouest,Saugnacq-et-Muret,A
4339,40410005,Avia,4436000.0,-85100.0,40410,AUTOROUTE A63,Saugnacq-et-Muret,A
4340,40420002,Intermarché,4410600.0,-54700.0,40420,170 Route de Sabres,LABRIT,R
4342,40460001,Intermarché,4448127.212,-107975.102,40460,Avenue des Grands Lacs,SANGUINET,R
4343,40460002,Intermarché,4449732.42,-105584.37,40460,169 RUE DE L'AIGUILLE,Sanguinet,R
4344,40465002,Intermarché,4378529.0,-93105.0,40465,"642, avenue Robert Labeyrie",Pontonx-sur-l'Adour,R
4345,40500001,Carrefour,4374900.0,-56400.0,40500,15 bis avenue du Tursan,SAINT-SEVER,R
4346,40500002,Intermarché,4377300.0,-56700.0,40500,Route de Mont de Marsan,Saint-Sever,R
4347,40530001,Esso,4358700.0,-142000.0,40530,AUTOROUTE A63 COTE OUEST,Labenne,A
4348,40530002,Esso,4358600.0,-142000.0,40530,AUTOROUTE A63 COTE EST,Labenne,A
4349,40530003,Intermarché,4358800.0,-142900.0,40530,AVENUE CHARLES DE GAULLE,Labenne,R
4350,40550001,Carrefour,4388670.0,-129501.0,40550,Route des Lacs,LéON,R
4351,40600002,E.Leclerc,4441100.0,-116900.0,40600,Route de la Plage,BISCARROSSE,R
4352,40600004,Système U,4438310.0,-114726.0,40600,Route de Parentis,BISCARROSSE,R
4353,40630001,Elan,4414733.98051,-73781.9670456,40630,Route de Mont-de-Marsan,SABRES,R
4355,40660001,Système U,4379500.0,-138900.0,40660,2447 Route des Lacs,MESSANGES,R
4356,40660002,Système U,4385074.046,-135495.785,40660,2401 AVENUE DES LACS,Moliets-et-Maa,R
4358,40700001,TotalEnergies,4365853.88198,-59109.674408,40700,ROUTE DE ST SEVER,HAGETMAU,R
4359,40700003,Intermarché,4363700.0,-61400.0,40700,Centre Commercial Intermarché,HAGETMAU,R
4360,40700004,Carrefour,4365700.0,-58000.0,40700,Avenue du Tursan,Hagetmau,R
4361,40800002,Carrefour,4373203.0,-26679.0,40800,route de tarbes,Aire-sur-l'Adour,R
4362,40800006,E.Leclerc,4371700.0,-26900.0,40800,Chemin de Perrot,Aire-sur-l'Adour,R
4363,40800007,TotalEnergies,4373200.0,-23900.0,40800,AUTOROUTE A65 - AIRE DE L'ADOUR,Aire-sur-l'Adour,A
4364,40800008,Intermarché,4370739.37,-25655.32,40800,Avenue de Bordeaux,Aire-sur-l'Adour,R
4365,40990001,TotalEnergies,4374100.0,-101800.0,40990,RN.124,Saint-Vincent-de-Paul,R
4366,40990002,E.Leclerc,4373200.0,-104500.0,40990,226 Rue Maurice Menton,Saint-Paul-lès-Dax,R
4367,40990004,Intermarché,4372600.0,-107200.0,40990,"1800, Avenue de la Résistance",Saint-Paul-lès-Dax,R
4370,41000007,E.Leclerc,4761000.0,132700.0,41000,15 rue du bout des haies,Blois,R
4371,41000014,Avia,4758800.0,131300.0,41000,Rue edouard Branly,BLOIS,R
4372,41000019,TotalEnergies Access,4760432.0,131452.0,41000,"107, AVENUE DE VENDOME",BLOIS,R
4373,41000020,Carrefour,4759557.563159,130107.17505701,41000,1 rue Duguay Trouin,Blois,R
4374,41000021,Esso,4766300.0,138700.0,41000,A10 Aire de Blois Ménars,Villerbon,A
4375,41000022,Carrefour,4758142.578404,129938.05014435,41000,1 rue de la Quinière,Blois,R
4376,41100002,TotalEnergies,4781671.0,107590.0,41100,RN10 71 Route de Paris,Saint-Ouen,R
4377,41100003,Carrefour,4780500.0,107100.0,41100,ROUTE NATIONAL 10,Vendôme,R
4378,41100004,E.Leclerc,4780300.0,104400.0,41100,74 Rue de Courtiras,VENDôME,R
4379,41100005,Intermarché,4778200.0,107100.0,41100,Route de Blois La Pierre Levée,Vendôme,R
4380,41100006,TotalEnergies Access,4779700.0,105900.0,41100,"35, AVENUE GERARD YVON",VENDOME,R
4381,41110001,Système U,4726053.0,136226.0,41110, Impasse des Terres Rouges,SAINT-AIGNAN,R
4382,41120002,Intermarché,4752356.0,130304.0,41120,RUE DE LA LIBERATION,CHAILLES,R
4383,41130003,Système U,4728400.0,154300.0,41130,Avenue Cher Sologne,SELLES-SUR-CHER,R
4384,41140004,Intermarché,4728300.0,137100.0,41140,12 Rue André Boulle. ZA LES PLANTES,NOYERS-SUR-CHER,R
4385,41150003,Casino,4749700.0,117800.0,41150,35 Rue Gustave Marc,ONZAIN,R
4386,41160001,Carrefour,4791000.0,123200.0,41160,za la varenne,Morée,R
4387,41170002,Système U,4798300.0,91300.0,41170,Route de Cloyes,Mondoubleau,R
4388,41190002,Intermarché,4760500.0,114000.0,41190,Zone Commerciale de la Valstière,Herbault,R
4389,41200001,Carrefour,4736000.0,176100.0,41200,ZAC DE PLAISANCE,ROMORANTIN-LANTHENAY,R
4390,41200002,TotalEnergies,4735300.0,174400.0,41200,4 Avenue de Villefranche,ROMORANTIN-LANTHENAY,R
4391,41200003,E.Leclerc,4737800.0,173700.0,41200,81 Avenue de Paris,ROMORANTIN-LANTHENAY,R
4392,41200005,Système U,4735831.0,174453.0,41200,LA BRIGAUDIERE,ROMORANTIN-LANTHENAY,R
4393,41200006,Système U,4734846.0,172130.0,41200,La Brigaudière,Pruniers-en-Sologne,R
4394,41200009,TotalEnergies,4733809.7659342,166604.67695594,41200,AUTOROUTE A85 - AIRE DE ROMORANTIN,Pruniers-en-Sologne,A
4395,41200010,E.Leclerc,4737100.0,171300.0,41200,1 RUE DES CHARDONNES,Romorantin-Lanthenay,R
4396,41210000,Carrefour,4752500.0,181300.0,41210,Lieu-dit La Croûte,Neung-sur-Beuvron,R
4397,41220001,Système U,4771500.0,161300.0,41220,AVENUE DE SOLOGNE,Saint-Laurent-Nouan,R
4398,41230001,TotalEnergies,4741300.0,160500.0,41230,"341, route de Blois",MUR-DE-SOLOGNE,R
4399,41240002,Intermarché,4790700.0,152100.0,41240,2 Bis Voie Romaine,BEAUCE LA ROMAINE,R
4400,41240003,TotalEnergies,4790400.0,146600.0,41240,15 Rue du 8 Mai 1945,Binas,R
4401,41250001,Intermarché,4756200.0,145000.0,41250,"45, rue des Morines",MONT-PRèS-CHAMBORD,R
4402,41260001,Carrefour,4761100.0,135900.0,41260,1 route Nationale 152,LA CHAUSSéE-SAINT-VICTOR,R
4403,41260005,Esso,4760500.0,135100.0,41260,Bd des Déportés - Angle rue des Merisiers / av Déportés,LA CHAUSSEE-SAINT-VICTOR,R
4404,41300001,Carrefour,4742400.0,205300.0,41300,74 BD REPUBLIQUE,SALBRIS,R
4405,41300002,Système U,4742900.0,206000.0,41300,AVENUE DE LA RESISTANCE,Salbris,R
4406,41300007,Avia,4734800.0,205000.0,41300,A71 - Aire de salbris la loge,Theillay,A
4407,41300008,Avia,4731400.0,204200.0,41300,"Autoroute A71, Sens Paris-Vierzon",Theillay,A
4408,41320002,Système U,4726759.1521387,188331.18791535,41320,88 rue Nationale,châtres sur cher,R
4409,41350001,Auchan,4756900.0,137100.0,41350,ZI Les Gâts de Coeur,VINEUIL,R
4410,41350003,Intermarché,4758400.0,137500.0,41350,RUE PAUL VALERY,Vineuil,R
4411,41350007,TotalEnergies Access,4757023.447,137039.328,41350,D 174,VINEUIL,R
4412,41350008,TotalEnergies Access,4758800.0,137600.0,41350,CD 174,VINEUIL,R
4413,41360003,Elan,4790189.04008,91750.4929491,41360,ROUTE DU MANS,EPUISAY,R
4414,41360005,Système U,4788100.0,80800.0,41360,5 bis avenue de la Braye,Savigny-sur-Braye,R
4415,41370001,Elan,4778296.94401,151275.676194,41370,ROUTE DE MER,JOSNES,R
4417,41400001,Système U,4734200.0,116300.0,41400,rue de Chenonceaux,Chissay-en-Touraine,R
4418,41400002,TotalEnergies,4732981.25,115006.25,41400,RN 76,SAINT-GEORGES-SUR-CHER,R
4419,41400004,Carrefour,4731800.0,118600.0,41400,CENTRE COMMERCIAL MONTPARNASSE,FAVEROLLES-SUR-CHER,R
4420,41400006,Esso,4734200.0,117800.0,41400,60 Route de Tours,MONTRICHARD,R
4422,41500001,Système U,4769700.0,150100.0,41500,RTE DE BLOIS,MER,R
4423,41600001,Carrefour,4760100.0,202700.0,41600,20 RUE GAUGIRAN,LAMOTTE-BEUVRON,R
4424,41600004,Esso,4766300.0,193000.0,41600,AUTOROUTE A 71,CHAUMONT-SUR-THARONNE,A
4425,41600005,Intermarché,4758500.0,202600.0,41600,93 Avenue de Vierzon,LAMOTTE-BEUVRON,R
4426,41600006,TotalEnergies,4759944.4952,202315.857653,41600,5 AV. DE L'HOTEL DE VILLE,Lamotte-Beuvron,R
4427,41600007,ENI,4766547.1813521,192536.94449291,41600,"AIRE DE CHAUMONT SUR THARONNE, Autoroute A71",CHAUMONT-SUR-THARONNE,A
4428,41700004,Système U,4743000.0,143400.0,41700,69 Route de Cheverny,CONTRES,R
4429,41700006,TotalEnergies,4742500.0,142800.0,41700,16 Avenue du Général De Gaulle,Contres,R
4430,41800002,Intermarché,4775900.0,87600.0,41800,avenue de la Paix,Montoire-sur-le-Loir,R
4431,41800003,Système U,4775700.0,86100.0,41800,14 Boulevard Mermoz,Montoire sur le loir,R
4432,42000014,TotalEnergies Access,4543890.4571987,437886.618164,42000,94 BOULEVARD MENDES FRANCE,Saint-Étienne,R
4433,42000015,TotalEnergies Access,4546519.0,437809.0,42000,11 AV DE VERDUN,Saint-Étienne,R
4435,42000018,ENI,4545700.0,440600.0,42000,"21, RUE NECKER",Saint-Étienne,R
4436,42000019,ENI,4546000.0,439700.0,42000,114-114 rue des Aciéries,Saint-Étienne,R
4437,42000020,TotalEnergies Access,4546501.2875604,437799.11993643,42000,11 AV DE VERDUN,SAINT ETIENNE,R
4439,42100005,Esso,4543300.0,441500.0,42100,36 Rue de Terrenoire,Saint-Étienne,R
4440,42100017,TotalEnergies,4542200.0,439700.0,42100,148 RUE ANTOINE DURAFOUR,Saint-Étienne,R
4441,42100018,TotalEnergies Access,4544232.0,440992.0,42100,100 RUE DE LA MONTAT,Saint-Étienne,R
4442,42100019,BP,4542400.0,441100.0,42100,12 BD KARL MARX,Saint-Étienne,R
4443,42100020,Système U,4543739.8103719,441098.30690643,42000,50 BD NORMANDIE NIEMEN,Saint-Étienne,R
4444,42100021,TotalEnergies,4542400.0,441000.0,42100,9 boulevard karl marx,Saint-Étienne,R
4446,42110001,Carrefour,4572200.0,422700.0,42110,ROUTE DE SAINT ETIENNE,Feurs,R
4447,42110003,Intermarché,4575338.7108442,421969.76236342,42110,Route de Roanne RN 82,CIVENS - FEURS,R
4448,42110004,Casino,4574069.0,421736.0,42110, Grande Rue de Randan,FEURS,R
4449,42110006,TotalEnergies,4574300.0,420800.0,42110,RN 89,FEURS,R
4452,42120001,Carrefour,4601373.57475,409309.733969,42120,LES PLAINES,LE COTEAU,R
4453,42120002,Avia,4601100.0,409700.0,42120,52 Boulevard Charles de Gaulle,LE COTEAU,R
4454,42120003,Système U,4602900.0,409600.0,42120,Z.A. LES PLAINES 1033 RUE DU COMMERCE,Perreux,R
4455,42120004,Elan,4601495.0,409629.0,42120,31 boulevard Charles de Gaulle,LE COTEAU,R
4456,42120005,Intermarché,4599900.0,406100.0,42120,Allée du Parc,Commelle-Vernay,R
4457,42130002,Esso,4575300.0,398700.0,42130,55 rue de Corbines,BOëN,R
4458,42130004,Intermarché,4573600.0,400900.0,42130,ZA DE GIRAUD,BOEN,R
4460,42140001,TotalEnergies,4563500.0,437900.0,42140,RTE DE ST GALMIER,CHAZELLES-SUR-LYON,R
4461,42140003,Intermarché,4563504.6288028,438093.60850305,42140,Rue Lamartine,CHAZELLES-SUR-LYON,R
4463,42152001,Système U,4548500.0,454000.0,42152,38 TER AVENUE PASTEUR,L'HORME,R
4464,42152003,Intermarché,4549103.0,455833.0,42152,Rue du Plat du Gier,L'HORME,R
4465,42152007,ENI,4549000.0,455200.0,42152,19 Bis avenue Berthelot,L'Horme,R
4466,42153001,Carrefour,4604100.0,403800.0,42153,53 Rue Jules Faron,RIORGES,R
4467,42153002,E.Leclerc,4604300.0,405300.0,42153,274 avenue Galliéni,RIORGES,R
4468,42153003,Intermarché,4605465.0,406396.0,42153,480 Avenue Charles de Gaulle,RIORGES,R
4469,42155001,Intermarché,4599200.0,398200.0,42155,RUE DE LA BRUYERE,LENTIGNY,R
4470,42160003,TotalEnergies,4552700.0,425900.0,42160,2 Avenue de Saint-Etienne,Andrézieux-Bouthéon,R
4471,42160004,E.Leclerc,4553600.0,428700.0,42160,ZAC de Migalon,Andrézieux-Bouthéon,R
4472,42160005,Intermarché,4552800.0,423200.0,42160,9 Rue des Prairies,Saint-Cyprien,R
4473,42160006,TotalEnergies,4552500.0,429600.0,42160,Charles NUNGESSER,Andrézieux-Bouthéon,R
4474,42170002,Casino,4550600.0,424600.0,42170,146 RTE DE BONSON,Saint-Just-Saint-Rambert,R
4475,42170003,TotalEnergies,4550700.0,426400.0,42170,Rond-Point Charles de Gaulle,SAINT-JUST-SAINT-RAMBERT,R
4477,42190002,Casino,4615391.0,417359.0,42190,Chemin de la Montalais,Charlieu,R
4478,42190003,Intermarché,4615200.0,415600.0,42190,538 rue magellan,Saint-Nizier-sous-Charlieu,R
4479,42190004,TotalEnergies,4615600.0,416700.0,42190,15 rue Dorian,CHARLIEU,R
4481,42210001,Carrefour,4564400.0,423400.0,42210,114 Rue du Rival,MONTROND-LES-BAINS,R
4482,42210002,TotalEnergies,4564700.0,429700.0,42210,793 Avenue des Farges,Bellegarde-en-Forez,R
4484,42220003,Carrefour,4530600.0,455000.0,42220,ZA LES RIVETS,Bourg-Argental,R
4486,42220006,Carrefour,4529800.0,457400.0,42220,"8, allée les Rivets",Bourg-Argental,R
4487,42230001,Intermarché,4542300.0,431500.0,42230,3 Boulevard Pierre et Marie Curie,Roche-la-Molière,R
4490,42240001,Carrefour,4540000.0,425900.0,42240,10 RUE DE PRESIDENT KENNEDY,UNIEUX,R
4491,42260001,Intermarché,4583300.0,401900.0,42260,Rue de la Loire,SAINT-GERMAIN-LAVAL,R
4492,42270002,E.Leclerc,4547600.0,438300.0,42270,2 Rue Lé Lagrange,SAINT-PRIEST-EN-JAREZ,R
4493,42270003,Esso,4546700.0,438500.0,42270,15 Rue des trois Glorieuses,SAINT-PRIEST-EN-JAREZ,R
4494,42270004,Casino,4547900.0,435800.0,42270,RN 82 LIEU DIT RATARIEUX,Saint-Priest-en-Jarez,R
4495,42290001,Carrefour,4548100.0,444400.0,42290,2 RUE DU MOULIN GILLIER,SORBIERS,R
4496,42290002,TotalEnergies,4548100.0,444400.0,42290,1 Rue du Moulin Gillier,Sorbiers,R
4497,42300001,Carrefour,4603273.0,406744.0,42300,RUE ALEXANDRE RAFFIN,ROANNE,R
4499,42300012,TotalEnergies,4604100.0,405500.0,42300,"82, rue Auguste Dourdein",Roanne,R
4501,42310001,Avia,4617623.148066,387152.09189959,42310,ROUTE DE VIVANS,La Pacaudière,R
4502,42330001,Casino,4558600.0,431200.0,42330,Richelande,SAINT-GALMIER,R
4503,42330002,Intermarché,4558400.0,430300.0,42330,"ZA La Grange, route de Rivas",CHAMBOEUF,R
4505,42334001,Carrefour,4606600.0,405700.0,42334,Rue Jean de La Fontaine,MABLY,R
4506,42340001,Carrefour,4556400.0,429100.0,42340,12 avenue Henri PLANCHET,VEAUCHE,R
4507,42360001,TotalEnergies,4579200.0,435400.0,42360,Route de Tarare,Panissières,R
4508,42370001,Avia,4606300.0,392000.0,42370,1500 route de renaison,SAINT-HAON-LE-CHâTEL,R
4509,42370003,Carrefour,4605274.2688023,393023.13405276,42370,2 Rue du Tacot,RENAISON,R
4510,42370005,ENI,4605700.0,392800.0,42370,603 rue du caporal Goutandier,Renaison,R
4511,42380001,Système U,4543234.69866,407188.405793,42380,LE GRAND GUERET,LA TOURETTE,R
4514,42390001,Auchan,4547600.0,434400.0,42390,Chemin de Montravel,Villars,R
4515,42400004,E.Leclerc,4546200.0,449300.0,42400,La Varizelle,Saint-Chamond,R
4516,42400006,TotalEnergies,4549500.0,452700.0,42400,AUTOROUTE A47 - AIRE DU PAYS DU GIERS,Saint-Chamond,A
4517,42400007,TotalEnergies Access,4547933.0,451918.0,42400,14 QUAI DE LA RIVE RN88,Saint-Chamond,R
4518,42410002,E.Leclerc,4542694.682,474170.034,42410,ZA de Verlieu RN 86,CHAVANAY,R
4519,42410004,Carrefour,4541800.0,468200.0,42410,ZAC NOTRE DAME,Pélussin,R
4520,42410005,TotalEnergies,4544400.0,475200.0,42410,365 route de verlieu RN86,Saint Michel,R
4521,42420001,Carrefour,4551000.0,457400.0,42420,RUE D'ASSAILLY,LORETTE,R
4522,42430001,Carrefour,4591500.0,384400.0,42430,160 rue du pont de combre,Saint-Just-en-Chevalet,R
4523,42440004,Intermarché,4583000.0,375500.0,42440,12 rue Aubépine,NOIRéTABLE,R
4527,42440009,TotalEnergies,4539332.2,427067.4,42240,35 RUE HOLTZER,UNIEUX,R
4529,42450001,Elan,4554200.0,418600.0,42450,Avenue Jean Moulin,Sury-le-Comtal,R
4530,42450002,Système U,4554100.0,418100.0,42450,Rue du 11 Novembre,SURY-LE-COMTAL,R
4533,42470005,Intermarché,4595200.0,420600.0,42470,15 chemin de marigny,SAINT-SYMPHORIEN-DE-LAY,R
4534,42470006,TotalEnergies,4594600.0,422000.0,42470,100 route de lyon,SAINT SYMPHORIEN DE LAY,R
4537,42500001,Carrefour,4539672.290097,432354.22642679,42500,5 RUE EMILE ZOLA,LE CHAMBON-FEUGEROLLES,R
4538,42500012,E.Leclerc,4539032.4318344,431314.72710371,42500,Les Crozes,Le Chambon-Feugerolles,R
4539,42500013,E.Leclerc,4539027.4844305,431530.39430976,42500,Terre Ronde,Le Chambon-Feugerolles,R
4540,42510001,Carrefour,4582099.0,417891.0,42510,RUE DES GLACIERES,BALBIGNY,R
4541,42510003,TotalEnergies,4582500.0,417700.0,42510,51 Route de Roanne,BALBIGNY,R
4543,42510007,Avia,4585087.905,422472.5645591,42510,AIRE DE LA LOIRE,NERONDE,A
4544,42540002,Carrefour,4589326.4,423973.0,42540,110 AVENUE DES GRANGES BLANCHES,SAINT JUST LA PENDUE,R
4545,42550001,Intermarché,4539024.88032,394694.0,42550,Avenue de la Gare,USSON-EN-FOREZ,R
4546,42570001,Intermarché,4553600.0,437300.0,42570,346 route de Saint Bonnet les Oules,Saint-Héand,R
4547,42600001,Carrefour,4560100.0,406100.0,42600,4 route de Feurs,Montbrison,R
4548,42600002,TotalEnergies,4561035.7910068,406813.89768614,42600,2 avenue Charles de Gaulle,SAVIGNEUX,R
4549,42600003,Système U,4560844.0,408929.0,42600,ROUTE DE LYON,Savigneux,R
4550,42600007,Intermarché,4559600.0,408300.0,42600,ZA DES GRANGES,MONTBRISON,R
4552,42600009,TotalEnergies,4559938.5953082,407329.87546921,42600,8 route de St Etienne,Montbrison,R
4553,42600010,Avia,4567949.0,415646.0,42600,A 72 aire de la Plaine du Forez est,MAGNEUX HAUTE RIVE,A
4554,42610001,Intermarché,4555388.3973637,412054.72294829,42610,2A RUE DU 8 MAI 1945,ST ROMAIN LE PUY,R
4555,42640001,TotalEnergies,4610300.0,396700.0,42640,"304, rue de Persigny",SAINT-GERMAIN-LESPINASSE,R
4557,42650001,BP,4544300.0,446200.0,42650,Lieu-Dit la Maison Rouge,SAINT-JEAN-BONNEFONDS,R
4558,42660001,Avia,4534286.9278199,442078.64105866,42660,28 RUE DU FOREZ,Saint-Genest-Malifaux,R
4559,42660002,TotalEnergies,4528369.8,439677.4,42660,11 Route de Saint-Genest,Marlhes,R
4560,42680001,TotalEnergies,4550000.0,417000.0,42680,ROUTE DE BONSON,Saint-Marcellin-en-Forez,R
4562,42700004,E.Leclerc,4538800.0,429800.0,42700,"68, boulevard Fayol",Firminy,R
4563,42700007,ENI,4539591.8115193,429109.70468295,42700,RUE DES ABATTOIRS,FIRMINY,R
4565,42720001,Esso,4613900.0,410800.0,42720,495 rue de la République,POUILLY-SOUS-CHARLIEU,R
4566,42780001,TotalEnergies,4585000.0,434100.0,42780,ZONE ACTIVITE LES GAGERES,VIOLAY,R
4567,42800001,Carrefour,4552641.0,460850.0,42800, Rue Jean-Baptiste Berlier,RIVE-DE-GIER,R
4568,42800003,Intermarché,4553180.0,462606.0,42800,Avenue Maréchal Juin,RIVE-DE-GIER,R
4569,42800004,Avia,4554100.0,461100.0,42800,32 Route de Saint-Martin,Saint-Martin-la-Plaine,R
4571,43000002,Système U,4505000.0,388800.0,43000,16 Avenue de Bonneville,Aiguilhe,R
4572,43000004,Esso,4503300.0,388600.0,43000,106 Avenue Maréchal Foch,Le Puy-en-Velay,R
4573,43000006,Avia,4504900.0,389400.0,43000,31 Boulevard Maréchal Joffre,Le Puy-en-Velay,R
4574,43000009,TotalEnergies Access,4504792.50728,389342.284693,43000,10 BLD MARECHAL JOFFRE,LE PUY EN VELAY,R
4575,43100001,Carrefour,4531100.0,337500.0,43100,Route de Clermont,BRIOUDE,R
4576,43100002,TotalEnergies,4528900.0,336900.0,43100,AVENUE JEAN JAURES,Brioude,R
4577,43100003,Casino,4528982.0,338717.0,43100,Avenue Léon Blum,Brioude,R
4578,43100004,Esso,4530000.0,338000.0,43100,10 avenue d Auvergne,Brioude,R
4579,43100005,Intermarché,4532200.0,337100.0,43100,FLAGEAC RUE BRUEIL,Cohade,R
4581,43110001,Casino,4536955.0,420235.0,43110,Avenue de Firminy,AUREC-SUR-LOIRE,R
4583,43120001,Carrefour,4529070.447,416960.856,43120,rue jean martouret,MONISTROL-SUR-LOIRE,R
4584,43120002,Intermarché,4528500.0,415800.0,43120,ZA LES MOLETONS,MONISTROL-SUR-LOIRE,R
4585,43130001,Intermarché,4521100.0,403000.0,43130,Rue Jean-Baptiste Ribeyron,RETOURNAC,R
4586,43150001,Intermarché,4494870.0,398740.0,43150,ROUTE DU PUY,LE MONASTIER SUR GAZEILLE,R
4587,43170001,TotalEnergies,4495871.0,354987.0,43170,route du Puy,Saugues,R
4589,43170003,Carrefour,4496351.0,354460.0,43170,rue louis amargier route de lahgeac,Saugues,R
4592,43190003,Carrefour,4510855.2970837,429583.88576009,43190,44 Rue de Saint-Agrève,Tence,R
4593,43200002,Avia,4514693.0,412796.0,43200,101 avenue de la Marne,YSSINGEAUX,R
4594,43200003,TotalEnergies,4509700.0,405900.0,43200,RN 88,LE PERTUIS,R
4595,43200004,Système U,4514600.0,410900.0,43200,45 Rue des Entreprises - Villeneuve,Yssingeaux,R
4596,43200005,Intermarché,4514400.0,411600.0,43200,"195, route de Retournac",Yssingeaux,R
4600,43220001,Carrefour,4521400.0,434600.0,43220,Rue Traversière,Dunières,R
4602,43230001,TotalEnergies,4514400.0,354300.0,43230,La Buge,Saint-Georges-d'Aurac,R
4603,43230002,Intermarché,4520879.54502,350687.903911,43230,11 AVENUE DE LA GARE,PAULHAGUET,R
4604,43240001,Carrefour,4533045.08207,431906.795317,43240,D 500,SAINT-JUST-MALMONT,R
4605,43260002,Intermarché,4503700.0,405500.0,43260,Route du Puy,SAINT-JULIEN-CHAPTEUIL,R
4607,43300002,Système U,4511200.0,349200.0,43300,Avenue d'Auvergne,Langeac,R
4608,43300003,Intermarché,4511223.5456512,349137.07320236,43300,56 AVENUE D'AUVERGNE,LANGEAC,R
4610,43320002,Casino,4507186.1817888,376132.53445038,43320,RUE DE L'AVIATION,Chaspuzac,R
4613,43350001,Intermarché,4513200.0,381400.0,43350,Le Verdier,Saint-Paulien,R
4615,43400001,Intermarché,4505556.0,431412.0,43400,Route de Saint-Agrève-Valence,Le Chambon-sur-Lignon,R
4616,43410001,TotalEnergies,4537300.0,329100.0,43410,RN 102,Lempdes-sur-Allagnon,R
4617,43500001,TotalEnergies,4532100.0,400600.0,43500,ZA LE VERNET ROUTE DU PUY,CRAPONNE-SUR-ARZON,R
4618,43500002,Système U,4533300.0,384400.0,43500,24 rue d'Ollias,CRAPONNE-SUR-ARZON,R
4620,43600002,Carrefour,4524806.0,424106.0,43600, Lotissement la Chaud,SAINTE-SIGOLèNE,R
4621,43600003,Intermarché,4525100.0,421500.0,43600,Lieu-dit Chanibeau,Sainte-Sigolène,R
4622,43700001,Auchan,4504800.0,391700.0,43700,1 Avenue de Coubon,BRIVES-CHARENSAC,R
4627,43800001,TotalEnergies,4518400.0,391100.0,43800,25 AVENUE PIERRE CHABANNES,Vorey,R
4628,43800002,Intermarché,4518200.0,391500.0,43800,Avenue Philibert Besson,VOREY,R
4629,44000001,Carrefour,4725700.0,-151300.0,44300,Route de PARIS,NANTES,R
4630,44000005,Elan,4723769.0,-153264.0,44300,55 Boulevard Jules Verne,Nantes,R
4631,44000006,Intermarché,4724459.0,-153364.0,44300,"173, route de Saint Joseph",Nantes,R
4632,44000009,TotalEnergies,4720393.0,-154657.0,44200,16 BD DES MARTYRS NANTAIS,NANTES,R
4633,44000010,TotalEnergies Access,4724700.0,-155500.0,44000,BOULEVARD GUY MOLLET,NANTES,R
4634,44100004,Avia,4721400.0,-158600.0,44100,110 boulevard Égalite ( place zola ),NANTES,R
4635,44100005,TotalEnergies,4722390.0,-152985.0,44100,49-61 BLD DALBY,NANTES,R
